packageName,policyEntity,policyAction,policyData,policySentences,contradictionNum,contradictoryEntity,contradictoryAction,contradictoryData,contradictionSentences,label
137_Microsoft Word_ Edit Documents,microsoft,collect,usage information,"b'If you are logged in with your Microsoft account and have consented to allow Microsoft Edge to use your online activity for personalized advertising, you will see ads for products and services based on your online activity while using Microsoft Edge.||As part of providing these features, Microsoft collects data about the usage of the features as well as information about your communications, including the time and date of the communication and users that are part of the communication.'",C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,microsoft,collect,country,b'Microsoft Store uses the region configured on your device to show relevant and eligible content and merchandising.',C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,microsoft,collect,history,b'Microsoft Edge and Internet Explorer use your search queries and browsing history to provide you with faster browsing and more relevant search results.',C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,microsoft,collect,contact information,b'Microsoft will not share your confidential information or contact information with the authorized partner unless we have sufficient rights to do so.',C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,microsoft,collect,pii,"b'In addition, we share personal data among Microsoft-controlled affiliates and subsidiaries.||When you visit a website or use an app that wants to show you ads, the digital property may allow Microsoft to access or receive device data or certain other data identified in the Personal data we collect section above.'",C3,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,microsoft,collect,email address,"b'When you create a SwiftKey Account, Microsoft will also collect your email address and basic demographic data.'",C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,microsoft,collect,photo,"b'When you choose to get an image description by pressing Narrator, Ctrl, D, the image will be sent to Microsoft to perform analysis of the image and generate a description.||And, if you use Bing image-enabled services, the image you provide will be sent to Microsoft.'",C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,third party,collect,payment information,"b'When you provide payment data to make a purchase, we will share payment data with banks and other entities that process payment transactions or provide other financial services, and for fraud prevention and credit risk reduction.'",C2,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,third party,collect,pii,"b""We also share personal data with vendors or agents working on our behalf for the purposes described in this statement.||Microsoft processes your personal data to provide the product to your organization and you, and in some cases for Microsoft's business operations related to providing the product as described in the Enterprise and developer products section.||For example, third party applications or extensions that run on Windows or Edge browser may collect personal data based on their own practices.||As indicated in the Reasons we share personal data section, we share personal data with third parties for various business and commercial purposes.""",C1,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",C1,third party,collect,pii,"b""We also share personal data with vendors or agents working on our behalf for the purposes described in this statement.||Microsoft processes your personal data to provide the product to your organization and you, and in some cases for Microsoft's business operations related to providing the product as described in the Enterprise and developer products section.||For example, third party applications or extensions that run on Windows or Edge browser may collect personal data based on their own practices.||As indicated in the Reasons we share personal data section, we share personal data with third parties for various business and commercial purposes.""",0
137_Microsoft Word_ Edit Documents,third party,collect,text,b'Your text and the translation are not stored by our service.',C2,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,microsoft,collect,geographical location,"b'When the Maps app has access to your location, even when the app is not in use, Microsoft may collect de-identified location data from your device to improve Microsoft services.'",C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,facebook,collect,content,"b'When you share content to a social network like Facebook from a device that you have synced with your OneDrive account, your content is either uploaded to that social network, or a link to that content is posted to that social network.'",N2,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,bing,collect,non-pii,b'We share some de-identified data (data where the identity of a specific person is not known) from Bing and Bing-powered experiences with selected third parties.',N2,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,third party,collect,device information,"b'Whenever you use a web browser to access the internet, data about your device (""standard device data"") is sent to the websites you visit and online services you use.'",C2,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,third party,collect,account information,"b'If you sign into a service offered by a third party with your Microsoft account, you will share with that third party the account data required by that service.'",C2,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,third party,collect,non-pii,b'We share some de-identified data (data where the identity of a specific person is not known) from Bing and Bing-powered experiences with selected third parties.',N1,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,microsoft,collect,device identifier,b'Microsoft Store uses your device identifier to manage product rights tied to a specific device.',C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,microsoft,collect,interaction information,"b'Microsoft collects data from you, through our interactions with you and through our products for a variety of purposes described below, including to operate effectively and provide you with the best experiences with our products.||Microsoft collects data from you, through our interactions with you and through our products.'",C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,microsoft,collect,demographic information,"b'When you create a SwiftKey Account, Microsoft will also collect your email address and basic demographic data.'",C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,friend,collect,geographical location,"b'With your consent, you can share your location with friends and family.'",C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
137_Microsoft Word_ Edit Documents,internet explorer,collect,history,b'Microsoft Edge and Internet Explorer use your search queries and browsing history to provide you with faster browsing and more relevant search results.',C4,third party,not_collect,pii,"b""We do not use or disclose your sensitive data for purposes other than the following: for short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individual's experience outside the current interaction with Microsoft""",0
82_Headspace_ Meditation & Sleep,third party,collect,pii,"b'In limited cases, we may provide certain personal information to third party businesses with which we have a joint promotional relationship, bundled subscription offer, or other trusted partnership.||For that purpose, we may disclose limited personal information to third parties for our cross-context behavioral and targeted advertising purposes and this activity may fall under broader concepts of ""selling"" and ""sharing"" under the CCPA.||We may disclose your personal information with the following categories of third parties: our service providers.||We strongly suggest you review their privacy policies to understand how your personal information is used and stored by those third parties.||We may disclose your personal information with the following categories of third parties: third party business partners.||We may disclose your personal information to the categories of service providers and third parties identified in Section 3 of this Privacy Policy, and in ways that are described in that section.||In some circumstances we may need to disclose your personal information to a third party so that they can provide a service on our behalf, such as to help deliver Products or Services that you have requested.||We may share your personal information with certain third-party service providers to help make our Platform function.||This may include the following: if you choose to have your account verified to confirm your eligibility for a select subscription offering, we may allow a third party platform to access the specific personal information you provide in order to perform the verification.||You may connect your account through supported integrations with third parties and we will share your personal information with those third parties.||We may disclose your personal information with the following categories of third parties: affiliates and business transfer.'",C1,third party,not_collect,pii,b'Headspace does not disclose personal information to third parties for their own direct marketing purposes.',1
82_Headspace_ Meditation & Sleep,third party,not_collect,pii,b'Headspace does not disclose personal information to third parties for their own direct marketing purposes.',C1,third party,collect,pii,"b'In limited cases, we may provide certain personal information to third party businesses with which we have a joint promotional relationship, bundled subscription offer, or other trusted partnership.||For that purpose, we may disclose limited personal information to third parties for our cross-context behavioral and targeted advertising purposes and this activity may fall under broader concepts of ""selling"" and ""sharing"" under the CCPA.||We may disclose your personal information with the following categories of third parties: our service providers.||We strongly suggest you review their privacy policies to understand how your personal information is used and stored by those third parties.||We may disclose your personal information with the following categories of third parties: third party business partners.||We may disclose your personal information to the categories of service providers and third parties identified in Section 3 of this Privacy Policy, and in ways that are described in that section.||In some circumstances we may need to disclose your personal information to a third party so that they can provide a service on our behalf, such as to help deliver Products or Services that you have requested.||We may share your personal information with certain third-party service providers to help make our Platform function.||This may include the following: if you choose to have your account verified to confirm your eligibility for a select subscription offering, we may allow a third party platform to access the specific personal information you provide in order to perform the verification.||You may connect your account through supported integrations with third parties and we will share your personal information with those third parties.||We may disclose your personal information with the following categories of third parties: affiliates and business transfer.'",1
82_Headspace_ Meditation & Sleep,child,collect,pii,"b'If you are a parent or guardian and you are aware that a child under age 13 has provided us with their personal information without parental consent, please contact us at help@headspace.com'",C3,third party,not_collect,pii,b'Headspace does not disclose personal information to third parties for their own direct marketing purposes.',0
153_Meet Mobile_ Swim,third party,collect,pii,"b'You can find additional information about how those third parties use personal information in the applicable third party privacy notice.||For each category of personal information we collect, we may disclose such information in the manner and for the purposes described below with other third parties to whom you direct us to disclose your personal information.||If you are a California resident, you may also request that we disclose to you, the categories of personal information about you that we shared or sold and the categories of third parties with whom we shared or to whom we sold the personal information about you;||To the extent that we disclose your personal information to third parties for cross-context behavioral advertising, we will implement features within the Sites, Apps, and Solutions that enable you to see a list of the entities with which the personal information is disclosed and which enable you to express your preferences.||To this end when we transfer your personal information outside ACTIVE or to third parties who help provide our Sites, Apps, or Solutions, we obtain contractual commitments from them and enter into standard contractual clauses where applicable to protect your personal information; and||We disclose the following categories of personal information for business or commercial purposes to the categories of recipients listed below: we disclose Basic Identifying Information with: Event Organizers, service providers, third party partners, and other third parties||For more information on how your information is shared, please see the ""How We Share Personal Information for Our Business Purposes"" and ""How We Share Personal Information with Third Party Partners for Their Own Business Purposes"" sections, which provides more detail.'",C1,third party,not_collect,pii,b'We do not sell your personal information to third parties for monetary compensation.||You may request that we do not sell personal information about you to third parties.',1
153_Meet Mobile_ Swim,third party,not_collect,pii,b'We do not sell your personal information to third parties for monetary compensation.||You may request that we do not sell personal information about you to third parties.',C1,third party,collect,pii,"b'You can find additional information about how those third parties use personal information in the applicable third party privacy notice.||For each category of personal information we collect, we may disclose such information in the manner and for the purposes described below with other third parties to whom you direct us to disclose your personal information.||If you are a California resident, you may also request that we disclose to you, the categories of personal information about you that we shared or sold and the categories of third parties with whom we shared or to whom we sold the personal information about you;||To the extent that we disclose your personal information to third parties for cross-context behavioral advertising, we will implement features within the Sites, Apps, and Solutions that enable you to see a list of the entities with which the personal information is disclosed and which enable you to express your preferences.||To this end when we transfer your personal information outside ACTIVE or to third parties who help provide our Sites, Apps, or Solutions, we obtain contractual commitments from them and enter into standard contractual clauses where applicable to protect your personal information; and||We disclose the following categories of personal information for business or commercial purposes to the categories of recipients listed below: we disclose Basic Identifying Information with: Event Organizers, service providers, third party partners, and other third parties||For more information on how your information is shared, please see the ""How We Share Personal Information for Our Business Purposes"" and ""How We Share Personal Information with Third Party Partners for Their Own Business Purposes"" sections, which provides more detail.'",1
153_Meet Mobile_ Swim,third party,collect,payment information,b'We disclose the following categories of personal information for business or commercial purposes to the categories of recipients listed below: we disclose Payment Information with: service providers who enable the processing of payments and third party partners such as the applicable card schemes.',C2,third party,not_collect,pii,b'We do not sell your personal information to third parties for monetary compensation.||You may request that we do not sell personal information about you to third parties.',1
153_Meet Mobile_ Swim,third party,collect,geographical location,"b'We disclose the following categories of personal information for business or commercial purposes to the categories of recipients listed below: we disclose Geolocation Data with: Event Organizers, service providers, third party partners, and other third parties'",C2,third party,not_collect,pii,b'We do not sell your personal information to third parties for monetary compensation.||You may request that we do not sell personal information about you to third parties.',1
153_Meet Mobile_ Swim,client,collect,pii,"b'This Notice does not describe how our clients may use your personal information when they act as a data controller with respect to such personal information, and Active will redirect any inquiries that you make about client processing activities to the appropriate client.'",C3,third party,not_collect,pii,b'We do not sell your personal information to third parties for monetary compensation.||You may request that we do not sell personal information about you to third parties.',0
123_HubbleClub By Hubble Connected,third party,collect,pii,"b""The company may use your personal data for the following purposes: to manage Your Account: Manage your registration as a user of the service.||The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: first and last name||The company may disclose your personal data in the good faith belief that such action is necessary to protect the personal safety of Users of the Service or the public.||The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: date of birth||The company may disclose your personal data in the good faith belief that such action is necessary to comply with a legal obligation.||The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: parent's or guardian's name||The company may disclose your personal data in the good faith belief that such action is necessary to protect and defend the rights or property of the company.||The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: telephone number.||We may share your personal information in the following situations: with business partners:We may share your information with our business partners to offer you certain products, services, or promotions.||We may share your personal information in the following situations: for business transfers:We may share or transfer your personal information in connection with, or during negotiations of, any merger, sale of company assets, financing, or acquisition of all or a portion of Our business to another company.||The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: email address.||The company may use your personal data for the following purposes: to provide and maintain our Service: Including monitoring the usage of our service.||The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: gender||The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: audio Messages||We may share your personal information in the following situations: with Service Providers:We may share your personal information with service providers to monitor and analyze the use of our service like IT and hosting providers, for payment processing.||We may disclose/share, or may have disclosed/shared in the last twelve months your personal information identified in the above categories with the following categories of third parties: third party vendors to whom you or your agents authorize us to disclose your personal information in connection with products or services we provide to you.||We may share your personal information in the following situations: with Affiliates:We may share your information with our affiliates, in which case we will require those affiliates to honor this privacy policy.||The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: parent's or guardian's email address||The company may disclose your personal data in the good faith belief that such action is necessary to prevent or investigate possible wrongdoing in connection with the service.||The company may disclose your personal data in the good faith belief that such action is necessary to protect against legal liability.""",C6,third party,not_collect,registration information,b'Please be assured that we will not transfer your registration information to third parties for commercial purposes.',2
123_HubbleClub By Hubble Connected,third party,collect,date of birth,b'The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: date of birth',C2,third party,not_collect,registration information,b'Please be assured that we will not transfer your registration information to third parties for commercial purposes.',0
123_HubbleClub By Hubble Connected,third party,collect,email address,b'The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: email address.',C2,third party,not_collect,registration information,b'Please be assured that we will not transfer your registration information to third parties for commercial purposes.',1
123_HubbleClub By Hubble Connected,third party,collect,phone number,b'The Company may collect and store the following types of personal information about a child when submitted by a child with prior parental consent or by the parent or guardian of the child: telephone number.',C2,third party,not_collect,registration information,b'Please be assured that we will not transfer your registration information to third parties for commercial purposes.',1
123_HubbleClub By Hubble Connected,child,collect,pii,"b""It's used by adults to verify that you are an adult and manage what personal information your child can share online.||If you have reason to believe that a child under the age of 16 has provided us with personal data, please contact us with sufficient detail to enable us to delete that information.""",C7,third party,not_collect,registration information,b'Please be assured that we will not transfer your registration information to third parties for commercial purposes.',0
162_Mobile Passport by Airside,third party,collect,pii,"b""We may need to share your personal information as follows with other companies in Airside's group of companies who help us to provide our services (for example, by providing ancillary engineering, technical or customer support).||However, we will only share information about your verified identity (or personal information you have given to us about someone traveling with you) with one of our partners at your request, and we will always tell you what information will be shared.||If you are in the EEA/UK and we need to share your personal information with a third party who will process it in a country outside the EEA/UK which the European Commission has not said provides an adequate level of data protection, we will protect your information by requiring the third party to enter into the European Commission approved Standard Contractual Clauses (and/or their UK and Switzerland equivalents) where legally possible.||If you ask us to share your personal information with a partner, we will do so on the basis that this processing is necessary in order for us to perform our obligations under the contract in place between you and Airside.""",C1,third party,not_collect,pii,"b'We do not sell, lease, trade, or otherwise profit from your personal information and we do not share your personal information with third parties for marketing purposes.||Please be mindful that if you ask us to share your personal information with a partner, Airside cannot control how that partner will use your information, so before you ask us to share your information, you should review their privacy policy to ensure you understand what will happen to your information after we have shared it.||Please be mindful that if you ask us to share personal information with a third-party partner, Airside cannot control how that partner will use this information.'",1
162_Mobile Passport by Airside,third party,not_collect,pii,"b'We do not sell, lease, trade, or otherwise profit from your personal information and we do not share your personal information with third parties for marketing purposes.||Please be mindful that if you ask us to share your personal information with a partner, Airside cannot control how that partner will use your information, so before you ask us to share your information, you should review their privacy policy to ensure you understand what will happen to your information after we have shared it.||Please be mindful that if you ask us to share personal information with a third-party partner, Airside cannot control how that partner will use this information.'",C1,third party,collect,pii,"b""We may need to share your personal information as follows with other companies in Airside's group of companies who help us to provide our services (for example, by providing ancillary engineering, technical or customer support).||However, we will only share information about your verified identity (or personal information you have given to us about someone traveling with you) with one of our partners at your request, and we will always tell you what information will be shared.||If you are in the EEA/UK and we need to share your personal information with a third party who will process it in a country outside the EEA/UK which the European Commission has not said provides an adequate level of data protection, we will protect your information by requiring the third party to enter into the European Commission approved Standard Contractual Clauses (and/or their UK and Switzerland equivalents) where legally possible.||If you ask us to share your personal information with a partner, we will do so on the basis that this processing is necessary in order for us to perform our obligations under the contract in place between you and Airside.""",1
162_Mobile Passport by Airside,third party,collect,information about you,"b'If you choose to use the App to verify your identity, we will share information about you with service providers who help us conduct various checks to ensure that your identity document is genuine, and to confirm that it belongs to you.'",N1,third party,not_collect,pii,"b'We do not sell, lease, trade, or otherwise profit from your personal information and we do not share your personal information with third parties for marketing purposes.||Please be mindful that if you ask us to share your personal information with a partner, Airside cannot control how that partner will use your information, so before you ask us to share your information, you should review their privacy policy to ensure you understand what will happen to your information after we have shared it.||Please be mindful that if you ask us to share personal information with a third-party partner, Airside cannot control how that partner will use this information.'",0
33_Switch Natural,third party,collect,pii,"b'Under no circumstances will we sell or rent your personal information to third parties, for their marketing purposes, or for any or other purposes.'",C1,third party,not_collect,pii,"b'Your personal data and the personal data of others that you provide us with, will not be sold, rented, or disclosed to third parties for other commercial reasons, such as for marketing purposes.'",2
33_Switch Natural,auditor,collect,pii,b'The auditors may use any personal data for secondary purposes.',C3,third party,not_collect,pii,"b'Your personal data and the personal data of others that you provide us with, will not be sold, rented, or disclosed to third parties for other commercial reasons, such as for marketing purposes.'",2
33_Switch Natural,third party,not_collect,pii,"b'Your personal data and the personal data of others that you provide us with, will not be sold, rented, or disclosed to third parties for other commercial reasons, such as for marketing purposes.'",C1,third party,collect,pii,"b'Under no circumstances will we sell or rent your personal information to third parties, for their marketing purposes, or for any or other purposes.'",2
126_ZedgeWallpapers,third party,collect,pii,"b'Zedge may disclose your personal information to public authorities and other third parties like lawyers, consultants, or IT forensic specialists when obligated or permitted to do so by law, applicable regulations, governmental and quasi-governmental requests, court orders or subpoenas, and to protect our rights, investigate, prevent, or take action regarding suspected, or actual prohibited activities, including but not limited to fraud and situations involving potential threats to the physical safety of any person.||To the extent permitted by applicable law, we may share your personal information with the following third parties for the purposes listed in this Privacy Policy: our professional advisors.||To the extent permitted by applicable law, we may share your personal information with the following third parties for the purposes listed in this Privacy Policy: trusted third-party service providers.||To the extent permitted by applicable law, we may share your personal information with the following third parties for the purposes listed in this Privacy Policy: another legal entity.||To the extent permitted by applicable law, we may share your personal information with the following third parties for the purposes listed in this Privacy Policy: a successor organisation or other legal entity.||We do not allow our third-party service providers to use your personal information for their own purposes and only permit them to process your personal information for specified purposes and in accordance with our instructions.||To the extent permitted by applicable law, we may share your personal information with the following third parties for the purposes listed in this Privacy Policy: our affiliated companies and offices.'",N3,individual,not_collect,pii,b'We do not sell the personal information of individuals we know are less than 16 years of age.',0
126_ZedgeWallpapers,analytic provider,collect,geographical location,"b""During the past 12 months we disclosed identifiers, electronic network activity, geolocation, and inferences from such collected information with third parties such as advertising and analytics providers and those third parties listed in section 9 (TRANSFERS OF PERSONAL INFORMATION) above, for a business purpose which falls within the definition of a 'sale'.""",C4,individual,not_collect,pii,b'We do not sell the personal information of individuals we know are less than 16 years of age.',0
126_ZedgeWallpapers,consultant,collect,pii,"b'Zedge may disclose your personal information to public authorities and other third parties like lawyers, consultants, or IT forensic specialists when obligated or permitted to do so by law, applicable regulations, governmental and quasi-governmental requests, court orders or subpoenas, and to protect our rights, investigate, prevent, or take action regarding suspected, or actual prohibited activities, including but not limited to fraud and situations involving potential threats to the physical safety of any person.'",C9,individual,not_collect,pii,b'We do not sell the personal information of individuals we know are less than 16 years of age.',0
126_ZedgeWallpapers,third party,collect,identifier,"b""During the past 12 months we disclosed identifiers, electronic network activity, geolocation, and inferences from such collected information with third parties such as advertising and analytics providers and those third parties listed in section 9 (TRANSFERS OF PERSONAL INFORMATION) above, for a business purpose which falls within the definition of a 'sale'.""",C5,individual,not_collect,pii,b'We do not sell the personal information of individuals we know are less than 16 years of age.',0
126_ZedgeWallpapers,analytic provider,collect,identifier,"b""During the past 12 months we disclosed identifiers, electronic network activity, geolocation, and inferences from such collected information with third parties such as advertising and analytics providers and those third parties listed in section 9 (TRANSFERS OF PERSONAL INFORMATION) above, for a business purpose which falls within the definition of a 'sale'.""",C4,individual,not_collect,pii,b'We do not sell the personal information of individuals we know are less than 16 years of age.',0
126_ZedgeWallpapers,third party,collect,geographical location,"b""During the past 12 months we disclosed identifiers, electronic network activity, geolocation, and inferences from such collected information with third parties such as advertising and analytics providers and those third parties listed in section 9 (TRANSFERS OF PERSONAL INFORMATION) above, for a business purpose which falls within the definition of a 'sale'.""",C5,individual,not_collect,pii,b'We do not sell the personal information of individuals we know are less than 16 years of age.',0
77_Pick Up Limes,third party,collect,session duration,"b'The analytics are build on top of Google Analytics, and the service collects information such as device type, session duration, in-app purchases, and geography.'",C2,third party,not_collect,pii,b'We will not sell your personal information to third parties.',1
77_Pick Up Limes,third party,collect,device type,"b'The analytics are build on top of Google Analytics, and the service collects information such as device type, session duration, in-app purchases, and geography.'",C2,third party,not_collect,pii,b'We will not sell your personal information to third parties.',1
113_Napster Music,third party,collect,information about you,"b'If your profile is public, third parties may access information about you that is contained on your public profile through the Napster API, including your connections within the Services, and other information about how you use the Services.||Napster may share relevant information about you with certain third parties such as our partners.'",N1,third party,not_collect,pii,"b'Please read the following information, if applicable to the Relevant Territory in which you live: pursuant to California law, you may opt out of the use of your personal information for marketing purposes by updating your cookie settings at website_url_lnk Napster does not sell your personal information to third parties.'",0
113_Napster Music,third party,collect,usage information,"b'If your profile is public, third parties may access information about you that is contained on your public profile through the Napster API, including your connections within the Services, and other information about how you use the Services.'",C2,third party,not_collect,pii,"b'Please read the following information, if applicable to the Relevant Territory in which you live: pursuant to California law, you may opt out of the use of your personal information for marketing purposes by updating your cookie settings at website_url_lnk Napster does not sell your personal information to third parties.'",0
69_LogicLike_ Kids learning games,third party,not_collect,pii,"b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'",C1,third party,collect,pii,b'We share personal data with external vendors or service providers or suppliers that we engage to perform services or functions on our behalf and under our instructions.',1
69_LogicLike_ Kids learning games,consultant,collect,pii,"b'We may also disclose personal data to our advisers, consultants, law enforcement and other public authorities (such as tax and social security bodies), the police, prosecutors, courts and tribunals.'",C3,third party,not_collect,pii,"b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'",0
69_LogicLike_ Kids learning games,police,collect,pii,"b'We may also disclose personal data to our advisers, consultants, law enforcement and other public authorities (such as tax and social security bodies), the police, prosecutors, courts and tribunals.'",C3,third party,not_collect,pii,"b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'",0
69_LogicLike_ Kids learning games,third party,collect,pii,b'We share personal data with external vendors or service providers or suppliers that we engage to perform services or functions on our behalf and under our instructions.',C1,third party,not_collect,pii,"b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'",1
69_LogicLike_ Kids learning games,third party,collect,information about you,"b'We may disclose information about you to organizations that provide a service to us, ensuring that they are contractually obligated to keep your personal data confidential and will comply with the GDPR and other relevant data protection laws.'",N1,third party,not_collect,pii,"b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'",0
69_LogicLike_ Kids learning games,child,collect,pii,"b'If you become aware that your child has provided us with personal information without your consent, please contact us at office@logiclike.com.'",C3,third party,not_collect,pii,"b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'",0
69_LogicLike_ Kids learning games,supplier,collect,pii,b'We share personal data with external vendors or service providers or suppliers that we engage to perform services or functions on our behalf and under our instructions.',C3,third party,not_collect,pii,"b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'",1
164_i-Boating_Marine Navigation,analytic provider,collect,device identifier,b'Analytics companies may access anonymous data (such as your IP address or device ID) to help us understand how our services are used.',C4,third party,not_collect,pii,"b'We generally do not share personally identifiable information (such as name, address, email or phone) with other companies for marketing purposes.'",1
