id,packageName,sentence1,sentence2,label
85,33_Switch Natural,b'The auditors may use any personal data for secondary purposes.',"b'Your personal data and the personal data of others that you provide us with, will not be sold, rented, or disclosed to third parties for other commercial reasons, such as for marketing purposes.'",2
81,123_HubbleClub By Hubble Connected,"b""It's used by adults to verify that you are an adult and manage what personal information your child can share online.||If you have reason to believe that a child under the age of 16 has provided us with personal data, please contact us with sufficient detail to enable us to delete that information.""",b'Please be assured that we will not transfer your registration information to third parties for commercial purposes.',0
42,"36_WEBTOON_ Manga, Comics, Manhwa",b'We do not share personal information with third parties for their own direct marketing purposes.',"b'We may also disclose your personal information with the following categories of third parties: A third party as part of an actual or planned merger or transfer, acquisition or sale, or in the event of a bankruptcy;||Categories of Third Parties with Whom Personal Information is Disclosed: In the preceding 12 months, we have disclosed your personal information with the following categories of third parties: Vendors who provide services on our behalf;||Subject to applicable exceptions, you may have the right to request that we disclose personal information that we have collected, sold, or shared about you in the past 12 months, including: o the categories and specific pieces of personal information we have collected about you; o the categories of sources from which we collected the personal information; o the categories of personal information about you that we sold or disclosed for a business purpose, and the categories of third parties to whom we sold or disclosed that information for a business purpose; and o the business or commercial purpose for which we collected or sold the personal information.||We disclose or share personal information about you through the Services as described in the following:||We disclose or share personal information about you through the Services as described in the following: Publicly Available Information.'",2
83,162_Mobile Passport by Airside,"b'If you choose to use the App to verify your identity, we will share information about you with service providers who help us conduct various checks to ensure that your identity document is genuine, and to confirm that it belongs to you.'","b'We do not sell, lease, trade, or otherwise profit from your personal information and we do not share your personal information with third parties for marketing purposes.||Please be mindful that if you ask us to share your personal information with a partner, Airside cannot control how that partner will use your information, so before you ask us to share your information, you should review their privacy policy to ensure you understand what will happen to your information after we have shared it.||Please be mindful that if you ask us to share personal information with a third-party partner, Airside cannot control how that partner will use this information.'",0
43,"36_WEBTOON_ Manga, Comics, Manhwa","b'Categories of Third Parties with Whom Personal Information is Disclosed: In the preceding 12 months, we have disclosed your personal information with the following categories of third parties: Ad networks, marketing partners, analytics providers;'",b'We do not share personal information with third parties for their own direct marketing purposes.',2
30,39_Alpha Manga_ Read Isekai Manga,"b'As a California resident, in addition to the choices described above in Section 6 (""Your Choices""), you have the following rights: you may request that we not sell or share your Personal Information to/with third parties.'","b'We ""sell"" Personal Information to third-party services for interest-based advertising and analytics, and these third-party services may use or disclose some of your Personal Information for their benefit.'",2
86,126_ZedgeWallpapers,b'We do not sell the personal information of individuals we know are less than 16 years of age.',"b'Zedge may disclose your personal information to public authorities and other third parties like lawyers, consultants, or IT forensic specialists when obligated or permitted to do so by law, applicable regulations, governmental and quasi-governmental requests, court orders or subpoenas, and to protect our rights, investigate, prevent, or take action regarding suspected, or actual prohibited activities, including but not limited to fraud and situations involving potential threats to the physical safety of any person.||To the extent permitted by applicable law, we may share your personal information with the following third parties for the purposes listed in this Privacy Policy: our professional advisors.||To the extent permitted by applicable law, we may share your personal information with the following third parties for the purposes listed in this Privacy Policy: trusted third-party service providers.||To the extent permitted by applicable law, we may share your personal information with the following third parties for the purposes listed in this Privacy Policy: another legal entity.||To the extent permitted by applicable law, we may share your personal information with the following third parties for the purposes listed in this Privacy Policy: a successor organisation or other legal entity.||We do not allow our third-party service providers to use your personal information for their own purposes and only permit them to process your personal information for specified purposes and in accordance with our instructions.||To the extent permitted by applicable law, we may share your personal information with the following third parties for the purposes listed in this Privacy Policy: our affiliated companies and offices.'",0
87,126_ZedgeWallpapers,"b""During the past 12 months we disclosed identifiers, electronic network activity, geolocation, and inferences from such collected information with third parties such as advertising and analytics providers and those third parties listed in section 9 (TRANSFERS OF PERSONAL INFORMATION) above, for a business purpose which falls within the definition of a 'sale'.""",b'We do not sell the personal information of individuals we know are less than 16 years of age.',0
88,126_ZedgeWallpapers,b'We do not sell the personal information of individuals we know are less than 16 years of age.',"b'Zedge may disclose your personal information to public authorities and other third parties like lawyers, consultants, or IT forensic specialists when obligated or permitted to do so by law, applicable regulations, governmental and quasi-governmental requests, court orders or subpoenas, and to protect our rights, investigate, prevent, or take action regarding suspected, or actual prohibited activities, including but not limited to fraud and situations involving potential threats to the physical safety of any person.'",0
31,39_Alpha Manga_ Read Isekai Manga,"b'As a California resident, in addition to the choices described above in Section 6 (""Your Choices""), you have the following rights: you may request that we not sell or share your Personal Information to/with third parties.'","b'When you use our Services, we and our third-party partners collect information about you and your mobile devices through cookies and similar technologies advertising Identifiers:||When you use our Services, we and our third-party partners collect information about you and your mobile devices through cookies and similar technologies internet Log Files:||When you use our Services, we and our third-party partners collect information about you and your mobile devices through cookies and similar technologies we use internet log files, which contain data such as your IP address, in order to monitor traffic on our Services, resolve technical problems with the Services, detect and prevent fraud, and other similar purposes.||When you use our Services, we and our third-party partners collect information about you and your mobile devices through cookies and similar technologies||When you use our Services, we and our third-party partners collect information about you and your mobile devices through cookies and similar technologies our third-party advertising partners may use advertising identifiers, such as Apple\'s Identifier for Advertising (""IDFA"") and Google\'s Advertising Identifier (""AID""), which, similar to cookies, allow our third-party advertising partners to recognize your device when you interact with our Services and to provide you with advertisements that match your interests.||When you use our Services, we and our third-party partners collect information about you and your mobile devices through cookies and similar technologies cookies:'",2
90,113_Napster Music,"b'If your profile is public, third parties may access information about you that is contained on your public profile through the Napster API, including your connections within the Services, and other information about how you use the Services.||Napster may share relevant information about you with certain third parties such as our partners.'","b'Please read the following information, if applicable to the Relevant Territory in which you live: pursuant to California law, you may opt out of the use of your personal information for marketing purposes by updating your cookie settings at website_url_lnk Napster does not sell your personal information to third parties.'",0
91,113_Napster Music,"b'If your profile is public, third parties may access information about you that is contained on your public profile through the Napster API, including your connections within the Services, and other information about how you use the Services.'","b'Please read the following information, if applicable to the Relevant Territory in which you live: pursuant to California law, you may opt out of the use of your personal information for marketing purposes by updating your cookie settings at website_url_lnk Napster does not sell your personal information to third parties.'",0
8,5_ChatGPT,"b'Disclosure of personal information In certain circumstances we may provide your Personal Information to third parties without further notice to you, unless required by the law vendors and Service Providers: To assist us in meeting business operations needs and to perform certain services and functions, we may provide Personal Information to vendors and service providers, including providers of hosting services, customer service vendors, cloud services, email communication software, web analytics services, and other information technology providers, among others.'","b'Identifiers, such as your name, contact details, IP address, and other device identifiers We may disclose this information to our affiliates, vendors and service providers to process in accordance with our instructions; to law enforcement and other third parties for the legal reasons described above; to parties involved in Transactions; to corporate administrators of enterprise or team accounts; and to other users and third parties you choose to share it with.'",1
93,69_LogicLike_ Kids learning games,"b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'","b'We may also disclose personal data to our advisers, consultants, law enforcement and other public authorities (such as tax and social security bodies), the police, prosecutors, courts and tribunals.'",0
94,69_LogicLike_ Kids learning games,"b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'","b'We may disclose information about you to organizations that provide a service to us, ensuring that they are contractually obligated to keep your personal data confidential and will comply with the GDPR and other relevant data protection laws.'",0
95,69_LogicLike_ Kids learning games,"b'If you become aware that your child has provided us with personal information without your consent, please contact us at office@logiclike.com.'","b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'",0
92,69_LogicLike_ Kids learning games,"b'We do not sell your personal data to Third Parties, \xd0\xbeur Partner Organizations or Service Providers.'",b'We share personal data with external vendors or service providers or suppliers that we engage to perform services or functions on our behalf and under our instructions.',1
97,170_Screen Mirroring - Cast to TV,"b'In this case, your personal information will be shared with these agents or contractors but only for the purpose of performing services on behalf and under instructions of Us and in accordance with this privacy policy.||TV or streaming service providers: We may share personal information with TV or streaming service providers like Google, Samsung or LG to enable video casting on third party devices like TVs or streaming players.||Please note that we have no influence on how your personal information is collected or used by third-party services like Twitter, Facebook, Instagram, Youtube, when you use them to interact with us.||Personal information may be stored by these providers for fulfilling the service, for example your email address may be stored by our email provider.'","b'Usernames, logins and passwords you use to access websites, accounts and services inside of the App are never accessed by Us or any other third party related with us.'",0
89,77_Pick Up Limes,"b'The analytics are build on top of Google Analytics, and the service collects information such as device type, session duration, in-app purchases, and geography.'",b'We will not sell your personal information to third parties.',1
99,170_Screen Mirroring - Cast to TV,"b'TV or streaming service providers: We may share personal information with TV or streaming service providers like Google, Samsung or LG to enable video casting on third party devices like TVs or streaming players.'","b'Usernames, logins and passwords you use to access websites, accounts and services inside of the App are never accessed by Us or any other third party related with us.'",0
71,82_Headspace_ Meditation & Sleep,b'Headspace does not disclose personal information to third parties for their own direct marketing purposes.',"b'In limited cases, we may provide certain personal information to third party businesses with which we have a joint promotional relationship, bundled subscription offer, or other trusted partnership.||For that purpose, we may disclose limited personal information to third parties for our cross-context behavioral and targeted advertising purposes and this activity may fall under broader concepts of ""selling"" and ""sharing"" under the CCPA.||We may disclose your personal information with the following categories of third parties: our service providers.||We strongly suggest you review their privacy policies to understand how your personal information is used and stored by those third parties.||We may disclose your personal information with the following categories of third parties: third party business partners.||We may disclose your personal information to the categories of service providers and third parties identified in Section 3 of this Privacy Policy, and in ways that are described in that section.||In some circumstances we may need to disclose your personal information to a third party so that they can provide a service on our behalf, such as to help deliver Products or Services that you have requested.||We may share your personal information with certain third-party service providers to help make our Platform function.||This may include the following: if you choose to have your account verified to confirm your eligibility for a select subscription offering, we may allow a third party platform to access the specific personal information you provide in order to perform the verification.||You may connect your account through supported integrations with third parties and we will share your personal information with those third parties.||We may disclose your personal information with the following categories of third parties: affiliates and business transfer.'",1
101,42_Sideline_ 2nd Phone Line App,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'","b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share your Customer Information with a third party if you have consented to receive information from that third party through Pinger products or services.||Pinger does not rent, sell, or share any Customer Information unless we have your express informed consent and in the following circumstances: Pinger may share Customer Information with a third party if you have consented to receive information from, or share it with, that third party through Pinger products or services.'",0
102,42_Sideline_ 2nd Phone Line App,"b'In order to provide software and services to you, Pinger may share Customer Information with its parent and subsidiary companies within and without the European Union and those parties may process and store Customer Information in any country in the world subject to this Data Protection Policy.'","b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
103,42_Sideline_ 2nd Phone Line App,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'","b'We disclose your personal information to Services Providers to provide customer support, to analyze the usage of our Apps and the Site, and to initiate App alerts.'",0
104,42_Sideline_ 2nd Phone Line App,"b'If you provide your phone number as part of a request for information about Pinger products or services or in setting up an account, we may use that phone number and share that phone number with third parties to contact you about Pinger products and services and to provide advertisements to you about Pinger Products and services.'","b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
