id,filename,tuple1,tuple2,contextId1,contextId2,label
759,137_Microsoft Word_ Edit Documents,"(microsoft,  collect,  personal_info, user action)","(unspecified entity,  not collect,  account,  no condition)",3339,3693,-1
760,137_Microsoft Word_ Edit Documents,"(microsoft,  collect,  personal_info, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3339,-1
761,137_Microsoft Word_ Edit Documents,"(microsoft,  collect,  personal_name, user action)","(microsoft,  not collect,  contact_information, user action)",3168,3247,0
762,137_Microsoft Word_ Edit Documents,"(microsoft,  collect,  personal_name, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3247,-1
763,137_Microsoft Word_ Edit Documents,"(microsoft,  collect,  phone_number, user action)","(microsoft,  not collect,  contact_information, user action)",3168,3247,0
764,137_Microsoft Word_ Edit Documents,"(microsoft,  collect,  phone_number, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3247,-1
765,137_Microsoft Word_ Edit Documents,"(microsoft,  collect,  region, third party)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3813,-1
766,137_Microsoft Word_ Edit Documents,"(microsoft,  collect,  software_identifier, no condition)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3778,-1
767,137_Microsoft Word_ Edit Documents,"(microsoft,  collect,  voiceprint, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3718,-1
768,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  account, user action)","(microsoft,  not collect,  account, no condition)",3636,3776,-1
769,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  account, user action)","(microsoft,  not collect,  device, user action)",3720,3776,-1
770,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  account, user action)","(unspecified entity,  not collect,  account,  no condition)",3693,3776,0
771,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  account, user action)","(unspecified entity,  not collect,  device, user action)",3622,3776,-1
772,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  account, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3776,0
773,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  contact_information,  user input)","(microsoft,  not collect,  contact_information, user action)",3040,3168,-1
774,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  contact_information,  user input)","(microsoft,  not collect,  email, user action)",3040,3337,-1
775,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  contact_information,  user input)","(unspecified entity,  not collect,  personal_info, no condition)",3040,3142,-1
776,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  email,  user input)","(microsoft,  not collect,  contact_information, user action)",3168,3314,-1
777,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  email,  user input)","(microsoft,  not collect,  email, user action)",3314,3337,-1
778,137_Microsoft Word_ Edit Documents,"(onedrive,  collect,  email,  user input)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3314,-1
779,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  account,  user input)","(microsoft,  not collect,  account, no condition)",3495,3636,-1
780,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  account,  user input)","(microsoft,  not collect,  device, user action)",3495,3720,-1
781,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  account,  user input)","(unspecified entity,  not collect,  account,  no condition)",3495,3693,-1
782,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  account,  user input)","(unspecified entity,  not collect,  device, user action)",3495,3622,-1
783,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  account,  user input)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3495,-1
784,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  device, user action)","(microsoft,  not collect,  account, no condition)",3495,3636,-1
785,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  device, user action)","(microsoft,  not collect,  device, user action)",3495,3720,-1
786,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  device, user action)","(unspecified entity,  not collect,  account,  no condition)",3495,3693,-1
787,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  device, user action)","(unspecified entity,  not collect,  device, user action)",3495,3622,-1
788,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  device, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3495,-1
789,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  email, user action)","(microsoft,  not collect,  contact_information, user action)",3069,3168,-1
790,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  email, user action)","(microsoft,  not collect,  email, user action)",3069,3337,-1
791,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  email, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3069,3142,-1
792,137_Microsoft Word_ Edit Documents,"(outlook,  collect,  location,  specific operation)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3499,-1
793,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  account, user action)","(android,  not collect,  device,  no condition)",3253,3685,-1
794,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  account, user action)","(google_maps,  not collect,  device,  no condition)",3253,3743,-1
795,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  account, user action)","(microsoft,  not collect,  account, no condition)",3253,3636,-1
796,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  account, user action)","(microsoft,  not collect,  device, user action)",3253,3720,-1
797,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  account, user action)","(unspecified entity,  not collect,  account,  no condition)",3253,3693,0
798,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  account, user action)","(unspecified entity,  not collect,  device, user action)",3253,3622,-1
799,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  account, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3253,-1
800,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  advertising_id,  third party and consent)","(microsoft,  not collect,  device, user action)",3611,3720,-1
801,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  advertising_id,  third party and consent)","(unspecified entity,  not collect,  device, user action)",3611,3622,0
802,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  cookie, user action)","(android,  not collect,  device,  no condition)",3365,3685,-1
803,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  cookie, user action)","(google_maps,  not collect,  device,  no condition)",3365,3743,-1
804,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  cookie, user action)","(microsoft,  not collect,  device, user action)",3365,3720,0
805,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  cookie, user action)","(unspecified entity,  not collect,  cookie, user action)",3178,3365,-1
806,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  cookie, user action)","(unspecified entity,  not collect,  device, user action)",3365,3622,-1
807,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  cookie, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3365,-1
808,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  email, user action and third party)","(microsoft,  not collect,  contact_information, user action)",3168,3337,-1
809,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  email, user action and third party)","(microsoft,  not collect,  email, user action)",3337,3337,-1
810,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  email, user action and third party)","(unspecified entity,  not collect,  contact_information, third party)",3337,3680,-1
811,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  location,  third party service)","(google_maps,  not collect,  location,  no condition)",3337,3743,-1
812,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  location,  third party service)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3337,-1
813,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  personal_info, user action and third party)","(microsoft,  not collect,  contact_information, user action)",3168,3323,-1
814,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  personal_info, user action and third party)","(microsoft,  not collect,  device, user action)",3323,3720,-1
815,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  personal_info, user action and third party)","(microsoft,  not collect,  email, user action)",3323,3337,-1
816,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  personal_info, user action and third party)","(microsoft,  not collect,  voiceprint, third party)",3323,3718,-1
817,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  personal_info, user action and third party)","(unspecified entity,  not collect,  contact_information, third party)",3323,3680,-1
818,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  personal_info, user action and third party)","(unspecified entity,  not collect,  cookie, user action)",3178,3323,-1
819,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  personal_info, user action and third party)","(unspecified entity,  not collect,  device, user action)",3323,3622,-1
820,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  sensitive_info,  third party service)","(microsoft,  not collect,  sensitive_info, no condition)",3337,3339,-1
821,137_Microsoft Word_ Edit Documents,"(third_parties,  collect,  sensitive_info,  third party service)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3337,-1
822,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  account, no condition)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3401,-1
823,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  address, user action)","(google_maps,  not collect,  location,  no condition)",3401,3743,-1
824,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  address, user action)","(microsoft,  not collect,  contact_information, user action)",3168,3401,-1
825,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  address, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3401,-1
826,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  advertising_statistics,  third party)","(android,  not collect,  device,  no condition)",3541,3685,0
827,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  advertising_statistics,  third party)","(google_maps,  not collect,  device,  no condition)",3541,3743,-1
828,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  advertising_statistics,  third party)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3541,0
829,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  age, user action)","(microsoft,  not collect,  sensitive_info, no condition)",3339,3706,-1
830,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  age, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3706,-1
831,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  analytics, user action)","(android,  not collect,  device,  no condition)",3437,3685,0
832,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  analytics, user action)","(google_maps,  not collect,  device,  no condition)",3437,3743,-1
833,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  analytics, user action)","(microsoft,  not collect,  device, user action)",3437,3720,0
834,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  analytics, user action)","(unspecified entity,  not collect,  device, user action)",3437,3622,-1
835,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  analytics, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3437,-1
836,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  browsing, user action)","(android,  not collect,  device,  no condition)",3685,3738,-1
837,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  browsing, user action)","(google_maps,  not collect,  device,  no condition)",3738,3743,-1
838,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  browsing, user action)","(microsoft,  not collect,  device, user action)",3720,3738,-1
839,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  browsing, user action)","(unspecified entity,  not collect,  device, user action)",3622,3738,-1
840,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  browsing, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3738,-1
841,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  contact_information, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3169,-1
842,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  cookie, user action)","(android,  not collect,  device,  no condition)",3178,3685,-1
843,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  cookie, user action)","(google_maps,  not collect,  device,  no condition)",3178,3743,0
844,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  cookie, user action)","(microsoft,  not collect,  device, user action)",3178,3720,-1
845,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  cookie, user action)","(unspecified entity,  not collect,  cookie, user action)",3178,3178,-1
846,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  cookie, user action)","(unspecified entity,  not collect,  device, user action)",3178,3622,-1
847,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  cookie, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3178,0
848,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  date_of_birth,  children)","(microsoft,  not collect,  sensitive_info, no condition)",3284,3339,-1
849,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  date_of_birth,  children)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3284,-1
850,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  device, management)","(android,  not collect,  device,  no condition)",3108,3685,-1
851,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  device, management)","(google_maps,  not collect,  device,  no condition)",3108,3743,-1
852,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  device, management)","(microsoft,  not collect,  account, no condition)",3108,3636,-1
853,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  device, management)","(microsoft,  not collect,  personal_info, management)",3108,3339,-1
854,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  device, management)","(unspecified entity,  not collect,  account,  no condition)",3108,3693,-1
855,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  device, management)","(unspecified entity,  not collect,  personal_info, no condition)",3108,3142,-1
856,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  email, user action)","(microsoft,  not collect,  contact_information, user action)",3168,3401,-1
857,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  email, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3401,-1
858,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  fingerprint,  user input)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3784,-1
859,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  internet_activity, user action)","(android,  not collect,  device,  no condition)",3401,3685,-1
860,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  internet_activity, user action)","(google_maps,  not collect,  device,  no condition)",3401,3743,-1
861,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  internet_activity, user action)","(microsoft,  not collect,  account, no condition)",3401,3636,-1
862,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  internet_activity, user action)","(microsoft,  not collect,  device, user action)",3401,3720,-1
863,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  internet_activity, user action)","(unspecified entity,  not collect,  account,  no condition)",3401,3693,0
864,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  internet_activity, user action)","(unspecified entity,  not collect,  device, user action)",3401,3622,0
865,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  internet_activity, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3401,-1
866,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  ip_address, no condition)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3537,-1
867,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  location, user action)","(google_maps,  not collect,  location,  no condition)",3654,3743,-1
868,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  location, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3654,-1
869,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  log, third party)","(android,  not collect,  device,  no condition)",3685,3783,-1
870,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  log, third party)","(google_maps,  not collect,  device,  no condition)",3743,3783,-1
871,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  log, third party)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3783,-1
872,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  personal_info, user action)","(android,  not collect,  device,  no condition)",3654,3685,0
873,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  personal_info, user action)","(google_maps,  not collect,  device,  no condition)",3654,3743,-1
874,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  personal_info, user action)","(google_maps,  not collect,  location,  no condition)",3654,3743,-1
875,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  personal_info, user action)","(microsoft,  not collect,  account, no condition)",3636,3654,-1
876,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  personal_info, user action)","(microsoft,  not collect,  sensitive_info, no condition)",3339,3654,-1
877,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  personal_info, user action)","(unspecified entity,  not collect,  account,  no condition)",3654,3693,-1
878,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  personal_info, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3654,-1
879,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  personal_name, no condition)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3401,-1
880,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  phone_number, user action and management)","(microsoft,  not collect,  contact_information, user action)",3168,3401,-1
881,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  phone_number, user action and management)","(microsoft,  not collect,  personal_info, management)",3339,3401,-1
882,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  region,  children)","(google_maps,  not collect,  location,  no condition)",3284,3743,0
883,137_Microsoft Word_ Edit Documents,"(unspecified entity,  collect,  region,  children)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3284,-1
884,137_Microsoft Word_ Edit Documents,"(we,  collect,  address,  region)","(we,  not collect,  contact_information,  no condition)",3052,3085,-1
885,137_Microsoft Word_ Edit Documents,"(we,  collect,  address,  region)","(we,  not collect,  location, no condition)",3085,3743,-1
886,137_Microsoft Word_ Edit Documents,"(we,  collect,  advertising_id, user action)","(we,  not collect,  advertising_id,  no condition)",3532,3609,0
887,137_Microsoft Word_ Edit Documents,"(we,  collect,  contact_information, user action)","(we,  not collect,  contact_information,  no condition)",3052,3332,-1
888,137_Microsoft Word_ Edit Documents,"(we,  collect,  cookie, user action)","(we,  not collect,  cookie, no condition)",3183,3357,-1
889,137_Microsoft Word_ Edit Documents,"(we,  collect,  country,  user input)","(we,  not collect,  location, no condition)",3326,3743,-1
890,137_Microsoft Word_ Edit Documents,"(we,  collect,  device, user action)","(we,  not collect,  advertising_id,  no condition)",3532,3788,-1
891,137_Microsoft Word_ Edit Documents,"(we,  collect,  device, user action)","(we,  not collect,  cookie, no condition)",3183,3788,-1
892,137_Microsoft Word_ Edit Documents,"(we,  collect,  email, user action)","(we,  not collect,  contact_information,  no condition)",3052,3085,-1
893,137_Microsoft Word_ Edit Documents,"(we,  collect,  gps,  specific operation)","(we,  not collect,  location, no condition)",3063,3743,-1
894,137_Microsoft Word_ Edit Documents,"(we,  collect,  internet_activity, user action)","(we,  not collect,  advertising_id,  no condition)",3532,3844,-1
895,137_Microsoft Word_ Edit Documents,"(we,  collect,  location, user action)","(we,  not collect,  location, no condition)",3063,3743,-1
896,137_Microsoft Word_ Edit Documents,"(we,  collect,  personal_info, user action)","(we,  not collect,  advertising_id,  no condition)",3338,3532,-1
897,137_Microsoft Word_ Edit Documents,"(we,  collect,  personal_info, user action)","(we,  not collect,  contact_information,  no condition)",3052,3338,0
898,137_Microsoft Word_ Edit Documents,"(we,  collect,  personal_info, user action)","(we,  not collect,  cookie, no condition)",3183,3338,-1
899,137_Microsoft Word_ Edit Documents,"(we,  collect,  personal_info, user action)","(we,  not collect,  location, no condition)",3338,3743,-1
900,137_Microsoft Word_ Edit Documents,"(we,  collect,  personal_name, user action)","(we,  not collect,  contact_information,  no condition)",3052,3085,-1
901,137_Microsoft Word_ Edit Documents,"(we,  collect,  personal_name, user action)","(we,  not collect,  personal_name, user action)",3085,3085,-1
902,137_Microsoft Word_ Edit Documents,"(we,  collect,  phone_number, user action)","(we,  not collect,  contact_information,  no condition)",3052,3085,-1
903,137_Microsoft Word_ Edit Documents,"(we,  collect,  region,  third party service)","(we,  not collect,  location, no condition)",3307,3743,-1
904,137_Microsoft Word_ Edit Documents,"(xbox,  collect,  device, user action)","(microsoft,  not collect,  account, no condition)",3636,3810,-1
905,137_Microsoft Word_ Edit Documents,"(xbox,  collect,  device, user action)","(microsoft,  not collect,  device, user action)",3720,3810,-1
906,137_Microsoft Word_ Edit Documents,"(xbox,  collect,  device, user action)","(unspecified entity,  not collect,  account,  no condition)",3693,3810,-1
907,137_Microsoft Word_ Edit Documents,"(xbox,  collect,  device, user action)","(unspecified entity,  not collect,  device, user action)",3622,3810,-1
908,137_Microsoft Word_ Edit Documents,"(xbox,  collect,  device, user action)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3810,0
909,137_Microsoft Word_ Edit Documents,"(xbox,  collect,  internet_activity, no condition)","(unspecified entity,  not collect,  personal_info, no condition)",3142,3292,-1
910,138_AI Chat?Ask Chatbot Assistant,"(we,  collect,  personal_info, user action)","(we,  not collect,  personal_info,  no condition)",3849,3849,2
911,13_Gardenscapes,"(advertiser,  collect,  account,  third party service and region)","(unspecified entity,  not collect,  personal_info, third party)",3897,3911,-1
912,13_Gardenscapes,"(advertiser,  collect,  advertising_id,  third party service and region)","(unspecified entity,  not collect,  personal_info, third party)",3897,3911,-1
913,13_Gardenscapes,"(advertiser,  collect,  advertising_statistics, third party)","(unspecified entity,  not collect,  personal_info, third party)",3897,3911,-1
914,13_Gardenscapes,"(advertiser,  collect,  age,  specific operation)","(unspecified entity,  not collect,  protected_information,  no condition)",3880,3910,-1
915,13_Gardenscapes,"(advertiser,  collect,  personal_info, user action and third party)","(unspecified entity,  not collect,  personal_info, third party)",3897,3911,-1
916,13_Gardenscapes,"(advertiser,  collect,  software_identifier,  third party service and region)","(unspecified entity,  not collect,  personal_info, third party)",3897,3911,-1
917,13_Gardenscapes,"(unspecified entity,  collect,  address, user action)","(unspecified entity,  not collect,  protected_information,  no condition)",3881,3910,0
918,13_Gardenscapes,"(unspecified entity,  collect,  device,  third party service)","(unspecified entity,  not collect,  personal_info, third party)",3911,3911,-1
919,13_Gardenscapes,"(unspecified entity,  collect,  email, user action)","(unspecified entity,  not collect,  protected_information,  no condition)",3881,3910,0
920,13_Gardenscapes,"(unspecified entity,  collect,  internet_activity,  third party service)","(unspecified entity,  not collect,  personal_info, third party)",3911,3911,-1
921,13_Gardenscapes,"(unspecified entity,  collect,  personal_info, user action)","(unspecified entity,  not collect,  protected_information,  no condition)",3886,3910,-1
922,13_Gardenscapes,"(unspecified entity,  collect,  personal_name, user action)","(unspecified entity,  not collect,  protected_information,  no condition)",3881,3910,0
923,13_Gardenscapes,"(unspecified entity,  collect,  phone_number, user action)","(unspecified entity,  not collect,  protected_information,  no condition)",3881,3910,0
924,13_Gardenscapes,"(we,  collect,  personal_info, user action and management)","(we,  not collect,  personal_info, management)",3874,3896,0
925,"140_pdfFiller Edit, fill, sign PDF","(advertiser,  collect,  advertising_id,  specific operation)","(third_parties,  not collect,  personal_info,  specific operation)",4000,4013,0
926,"140_pdfFiller Edit, fill, sign PDF","(unspecified entity,  collect,  phone_number,  user consent and specific operation)","(third_parties,  not collect,  personal_info,  specific operation)",3998,4000,-1
927,"140_pdfFiller Edit, fill, sign PDF","(we,  collect,  contact_information, user action)","(we,  not collect,  contact_information, no condition)",4006,4006,0
928,"140_pdfFiller Edit, fill, sign PDF","(we,  collect,  email,  user consent)","(we,  not collect,  contact_information, no condition)",3995,4006,-1
929,"140_pdfFiller Edit, fill, sign PDF","(we,  collect,  personal_info, user action)","(we,  not collect,  contact_information, no condition)",3946,4006,-1
930,141_AmazonShopping,"(adjust,  collect,  account,  user input)","(adjust,  not collect,  device,  user input)",4080,4085,-1
931,141_AmazonShopping,"(adjust,  collect,  account,  user input)","(third_parties,  not collect,  personal_info,  no condition)",4065,4085,-1
932,141_AmazonShopping,"(adjust,  collect,  email,  user input)","(adjust,  not collect,  email,  user input)",4079,4085,-1
933,141_AmazonShopping,"(adjust,  collect,  email,  user input)","(third_parties,  not collect,  personal_info,  no condition)",4065,4085,-1
934,141_AmazonShopping,"(amazon,  collect,  address, user action)","(third_parties,  not collect,  personal_info,  no condition)",4065,4093,-1
935,141_AmazonShopping,"(amazon,  collect,  age,  user input)","(third_parties,  not collect,  personal_info,  no condition)",4065,4093,-1
936,141_AmazonShopping,"(amazon,  collect,  analytics, user action)","(third_parties,  not collect,  personal_info,  no condition)",4065,4094,-1
937,141_AmazonShopping,"(amazon,  collect,  device, user action)","(third_parties,  not collect,  personal_info,  no condition)",4065,4093,-1
938,141_AmazonShopping,"(amazon,  collect,  email, user action)","(third_parties,  not collect,  personal_info,  no condition)",4065,4093,-1
939,141_AmazonShopping,"(amazon,  collect,  internet_activity,  user input)","(third_parties,  not collect,  personal_info,  no condition)",4065,4094,-1
940,141_AmazonShopping,"(amazon,  collect,  internet_activity,  user input)","(unspecified entity,  not collect,  browsing, user action)",4081,4094,-1
941,141_AmazonShopping,"(amazon,  collect,  ip_address, user action)","(third_parties,  not collect,  personal_info,  no condition)",4065,4093,-1
942,141_AmazonShopping,"(amazon,  collect,  location, user action)","(third_parties,  not collect,  personal_info,  no condition)",4065,4093,-1
943,141_AmazonShopping,"(amazon,  collect,  log,  user input)","(third_parties,  not collect,  personal_info,  no condition)",4065,4093,-1
944,141_AmazonShopping,"(amazon,  collect,  personal_info, user action)","(third_parties,  not collect,  personal_info,  no condition)",4027,4065,0
945,141_AmazonShopping,"(amazon,  collect,  personal_name, user action)","(third_parties,  not collect,  personal_info,  no condition)",4065,4093,-1
946,141_AmazonShopping,"(amazon,  collect,  phone_number, user action)","(third_parties,  not collect,  personal_info,  no condition)",4065,4093,-1
947,141_AmazonShopping,"(amazon,  collect,  voiceprint,  user input)","(third_parties,  not collect,  personal_info,  no condition)",4065,4093,-1
948,141_AmazonShopping,"(third_parties,  collect,  personal_info,  third party and consent)","(unspecified entity,  not collect,  browsing, user action)",4065,4081,0
949,141_AmazonShopping,"(third_parties,  collect,  personal_info,  third party and consent)","(unspecified entity,  not collect,  cookie,  user consent)",4065,4081,0
950,141_AmazonShopping,"(third_parties,  collect,  personal_info,  third party and consent)","(unspecified entity,  not collect,  device,  user consent)",4065,4081,0
951,141_AmazonShopping,"(unspecified entity,  collect,  browsing, user action)","(third_parties,  not collect,  personal_info,  no condition)",4065,4095,-1
952,141_AmazonShopping,"(unspecified entity,  collect,  browsing, user action)","(unspecified entity,  not collect,  browsing, user action)",4081,4095,-1
953,141_AmazonShopping,"(unspecified entity,  collect,  cookie,  no condition)","(third_parties,  not collect,  personal_info,  no condition)",4065,4095,-1
954,141_AmazonShopping,"(unspecified entity,  collect,  device, management)","(third_parties,  not collect,  personal_info,  no condition)",4065,4095,-1
955,141_AmazonShopping,"(unspecified entity,  collect,  personal_info, user action and management)","(unspecified entity,  not collect,  browsing, user action)",4081,4089,0
956,142_Our Groceries Shopping List,"(advertiser,  collect,  advertising_id,  third party service)","(unspecified entity,  not collect,  personal_info,  no condition)",4119,4132,-1
957,142_Our Groceries Shopping List,"(advertiser,  collect,  advertising_statistics, third party)","(unspecified entity,  not collect,  personal_info,  no condition)",4119,4132,-1
958,142_Our Groceries Shopping List,"(google_analytics,  collect,  analytics,  third party)","(unspecified entity,  not collect,  personal_info,  no condition)",4112,4119,1
959,142_Our Groceries Shopping List,"(third_parties,  collect,  analytics,  third party)","(unspecified entity,  not collect,  personal_info,  no condition)",4112,4119,1
960,142_Our Groceries Shopping List,"(unspecified entity,  collect,  account, user action)","(unspecified entity,  not collect,  personal_info,  no condition)",4103,4119,-1
